id,name,sinhala name,author,author sinhala name,translator,translator sinhala name,language,categoery,Tags
1,Manasthapaya,මනස්තාපය,Victor Hugo,වික්ටර් හියුගෝ,Wijayarathna Dolawatta,විජයරත්න දොලවත්ත,Sinhala,French Translation,
2,Hima Athara,හිම අතර,Alexander Dumas,ඇලෙක්සැන්ඩර් ඩූමා,P.M.Jayathilaka,පී.එම්. ජයතිලක,Sinhala,French Translation,
3,Piyer Ha Shan,පියර් හා ෂාන්,Gee De Mopashan,ගයි ද මෝපසාන්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
4,Ema Bowari,එමා බෝවරි,Gustaw Flaubert,ගුස්ටාව් ෆ්ලෝබෙයාර්,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,French Translation,
5,Shen,ෂේන්,Jack Sheper,ජැක් ෂෙපර්ඩ්,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,French Translation,
6,Korsikanu Sahodarayo,කෝර්සිකානු සහෝදරයෝ,Alexander Dumas,ඇලෙක්සැන්ඩර් ඩූමා,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
7,Montha Cristo Situwaraya 1,මොන්ත ක්‍රිස්තෝ සිටුවරයා 1,Alexander Dumas,ඇලෙක්සැන්ඩර් ඩූමා,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
8,Montha Cristo Situwaraya 2,මොන්ත ක්‍රිස්තෝ සිටුවරයා 2,Alexander Dumas,ඇලෙක්සැන්ඩර් ඩූමා,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
9,Montha Cristo Situwaraya 3,මොන්ත ක්‍රිස්තෝ සිටුවරයා 3,Alexander Dumas,ඇලෙක්සැන්ඩර් ඩූමා,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
10,Montha Cristo Situwaraya 4,මොන්ත ක්‍රිස්තෝ සිටුවරයා 4,Alexander Dumas,ඇලෙක්සැන්ඩර් ඩූමා,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
11,Montha Cristo Situwaraya 5,මොන්ත ක්‍රිස්තෝ සිටුවරයා 5,Alexander Dumas,ඇලෙක්සැන්ටර් ඩූමා,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
12,Montha Cristo Situwaraya 6,මොන්ත ක්‍රිස්තෝ සිටුවරයා 6,Alexander Dumas,ඇලෙක්සැන්ඩර් ඩූමා,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
13,Denuwara Kathawa,දෙනුවර කතාව,Charles Dickens,චාල්ස් ඩිකන්ස්,T.B.Ilangarathna,ටී.බී. ඉලංගරත්න,Sinhala,French Translation,
14,Suwanda wilawun,සුවඳ විලවුන්,Patrick Suskind,පැට්රික් සුස්කයින්ඩ්,Asani salika Ranasinghe,අසනි සාලිකා රණසිංහ,Sinhala,French Translation,
15,Abirahas Mandiraya,අබිරහස් මන්දිරය,,,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,French Translation,
16,Yawes lu minisa,යවෙස් ලූ මිනිසා,Alexandar Dumas,ඇලෙක්සැන්ඩර් ඩූමා,kumara Siriwardhana,කුමාර සිරිවර්ධන,Sinhala,French Translation,
17,Kalu Dala Mala,කළු දළ මල,Alexander Dumas,ඇලෙක්සැන්ඩර් ඩූමා,Kumara Siriwardana,කුමාර සිරිවර්ධන,Sinhala,French Translation,
18,Sira Kandawura,සිර කඳවුර,Wasil Baikoach,වාසිල් බයිකෝව්,Sujiwa Disanayaka,සුජීව දිසානායක,Sinhala,Russian Translation Novel,
19,Sudu Ruwalak Dilei,සුදු රුවලක් දිලෙයි,Walentine Kathayev,වැලන්ටීන් කතායෙව්,Menak Priyantha Bandara,මේනක ප්‍රියන්ත බණ්ඩාර,Sinhala,Russian Translation Novel,
20,Owun Yuda Wedune Mawbima Wenuweni,ඔවුන් යුද වැදුණේ මව්බිම වෙනුවෙනි,Mikhail Sholokhov,මිහායිල් ෂොලොකොව්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
21,Welasana Koku Sarathi,වේලාසන කොකු සාරතී,Chinghiz Aitmatow,චිංගීස් අයිත්මාතව්,D.M.S.Ariyarathna,ඩී.එම්.එස්. ආරියරත්න,Sinhala,Russian Translation Novel,
22,Peralu Newum Pasa 1,පෙරළු නැවුම් පස 1,Mikhail Sholokhov,මිහායිල් ෂොලොකොව්,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Russian Translation Novel,
23,Peralu Newum Pasa 2,පෙරළු නැවුම් පස 2,Mikhail Sholokhov,මිහායිල් ෂොලොකොව්,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Russian Translation Novel,
24,Thun Awurudda,තුන් අවුරුද්ද,Antthon Chekov,ඇන්ටන් චෙකොව්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
25,Wane Pannaraya Lebuheti -1,වානේ පන්නරය ලැබූ හැටි 1,Nikollay Ostrowsky,නිකොලායි ඔස්ත්‍රොව්ස්කි,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
26,Wane Pannaraya Lebuheti -2,වානේ පන්නරය ලැබූ හැටි 2,Nikollay Ostrowsky,නිකොලායි ඔස්ත්‍රොව්ස්කි,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
27,Mala Minissu,මළ මිනිස්සු,Nikollay Gogol,නිකොලායි ගොගොල්,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Russian Translation Novel,
28,Oblomov,ඔබ්ලොමොව්,Ivan Goncharov,අයිවන් ගොන්චරොව්,Ananda Amarasiri,ආනන්ද අමරසිරි,Sinhala,Russian Translation Novel,
29,Yakada Prawahaya,යකඩ ප්‍රවාහය,Alexander Serapimovich,ඇලෙක්සැන්ඩර් සෙරාෆිමොවිච්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
30,Don Nadiya Nisalawa Galabasi 1,ඩොන් නදිය නිසලව ගලාබසී 1,Mikhail Sholokhov,මිහායිල් ෂොලොකොව්,Mahinda Senarath Gamage,මහින්ද සෙනරත් ගමගේ,Sinhala,Russian Translation Novel,
31,kamakata Nethi Ekekuge Jivithaya,කමකට නැති එකෙකුගේ ජීවිතය,Maxim Gorki,මැක්සිම් ගෝර්කි,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
32,Samuganimu Gulsari,සමුගනිමු ගුල්සාරි,Chinghiz Aitmatow,චිංගීස් අයිත්මාතව්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
33,Haye Wattuwa,හයේ වාට්ටුව,Antthon Chekov,ඇන්ටන් චෙකොව්,M.Sirisena,එම්. සිරිසේන,Sinhala,Russian Translation Novel,
34,Yuddaya ha Samaya -1,යුද්ධය හා සාමය 1,Leo Tholsthoi,ලියෝ ටෝල්ස්ටෝයි,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Russian Translation Novel,
35,Yuddaya ha Samaya -2,යුද්ධය හා සාමය 2,Leo Tholsthoi,ලියෝ ටෝල්ස්ටෝයි,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Russian Translation Novel,
36,Yuddaya ha Samaya -3,යුද්ධය හා සාමය 3,Leo Tholsthoi,ලියෝ ටෝල්ස්ටෝයි,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Russian Translation Novel,
37,Yuddaya ha Samaya -4,යුද්ධය හා සාමය 4,Leo Tholsthoi,ලියෝ ටෝල්ස්ටෝයි,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Russian Translation Novel,
38,Tharas Sevchenko,තාරස් ෂෙව්චෙන්කෝ,Consthanthine Pavsthovsky,කොන්ස්ටන්ටයින් පවුස්තොව්ස්කි,Rupasiri Perea,රූපසිරි පෙරේරා,Sinhala,Russian Translation Novel,
39,Ivan,ඉවාන්,Wledimir Bogomolov,ව්ලැඩිමීර් බොගොමොලොව්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
40,Amma,අම්මා,Maxim Gorki,මැක්සිම් ගෝර්කි,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
41,Don Pedese katha,ඩොන් පෙදෙසේ කතා,Mikhail Sholokhov,මිහායිල් ෂොලොකොව්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
42,Thanakola Petta,තණකොළ පෙත්තා,Oleg Thikomirov,ඔලෙග් තිකොමිරොව්,Chathurika Jayasekara,චතුරිකා ජයසේකර,Sinhala,Russian Translation Novel,
43,Anda Wadakaya,අන්ධ වාදකයා,V.Karalenko,වී. කොරොලෙන්කෝ,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
44,Divara Githaya,ධීවර ගීතය,Chinghiz Aitmatow,චිංගීස් අයිත්මාතව්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
45,Rathu Ruwal,රතු රුවල්,Alexander Grean,ඇලෙක්සැන්ඩර් ග්‍රීන්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
46,Maranayata Nudurin,මරණයට නුදුරින්,Alexander Sholshenitshin,ඇලෙක්සැන්ඩර් සොල්සෙනිට්සින්,A. Dayananda Silva,ඒ. දයානන්ද සිල්වා,Sinhala,Russian Translation Novel,
47,Guru Geethaya,ගුරු ගීතය,Chinghiz Aitmatow,චිංගීස් අයිත්මාතව්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
48,Sudu Newa,සුදු නැව,Chinghiz Aitmatow,චිංගීස් අයිත්මාතව්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
49,Nethiwunu Wasthuwa,නැතිවුණු වස්තුව,Chinghiz Aitmatow,චිංගීස් අයිත්මාතව්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
50,Utthama Alayaka Kathawak,උත්තම ආලයෙක කතාවක්,Alexendra Kolonthai,ඇලෙක්සැන්ඩ්‍රා කොලොන්ටායි,Chulananda samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
51,Soviet Rusian Keti Katha,සෝවියට් රුසියානු කෙටිකතා,,,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
52,Belkinge katha,බෙල්කින්ගේ කතා,Alexander Pushkin,ඇලෙක්සැන්ඩර් පුෂ්කින්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
53,Jiwathwime Ashawa,ජීවත්වීමේ ආශාව,Washily Shukshin,වාසිලි ශුක්ෂින්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
54,Ape Kalaye Weerayek,අපේ කාලයේ වීරයෙක්,Mikhail Lermanthev,මිහායිල් ලර්මන්තොව්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
55,Thoragath Keti Nawakatha,තෝරාගත් කෙටි නවකතා,Ivan Thurgenev,අයිවන් තුර්ගිනිව්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
56,Keti Nawa Katha,කෙටි නවකතා,Chinghiz Aitmatow,චිංගීස් අයිත්මාතව්,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Russian Translation Novel,
57,Minisage samathkam,මිනිසාගේ සමත්කම්,,,Piyasena Manilgama,පියසේන මානිල්ගම,Sinhala,Russian Translation Novel,
58,Bimgei Sirakaruwa,බිම්ගෙයි සිරකරුවා,,කේ.ජී. කරුණාතිලක,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,Russian Translation Novel,
59,Tibbatha Asramayaka Ingrisi Biksuwa,ටිබෙට් ආශ්‍රමයක ඉංග්‍රීසි භික්ෂුව,Lobsang Jivaka,ලොබ්සැන්ග් ජීවක,Abaya Hewawasam,අභය හේවාවසම්,Sinhala,Tibet Translation,
60,Tibet Rate Sathwasak,ටිබෙට් රටේ සත් වසක්,Heinrich herror,හෙන්රිච් හැරර්,M.H.Gunathilaka,එම්.එච්. ගුණතිලක,Sinhala,Tibet Translation,
61,Thewana Esa,තෙවන ඇස,T.Lobsan Rampa,ටී. ලොබ්සැන්ග් රම්පා,S.A.Jayasirimin Subasinghe,එස්.ඒ. ජයසිරි මින් සුබසිංහ,Sinhala,Tibet Translation,
62,Rampa ge kathawa,රම්පාගේ කතාව,T. lobsang,ටී. ලොබ්සැන්ග් රම්පා,kumara Siriwardhana,කුමාර සිරිවර්ධන,Sinhala,Tibet Translation,
63,Himabima,හිමබිම,Yasunari Kawabatha,යසුනාරි කවබතා,Jayantha Wimalasena,ජයන්ත විමලසේන,Sinhala,Japan Translation,
64,Japan Sen Katha,ජපන් සෙන් කතා,,,Chandima Wijebandara,චන්දිම විජේබණ්ඩාර,Sinhala,Japan Translation,
65,Me mage paradeesayayi,මේ මාගේ පාරාදීසයයි,Hyok Kang - Phillippe Grengarow,හයොක් කෑන්ග්,Nimal Somarathna,නිමල් සෝමරත්න,Sinhala,N.korea Translation,
66,Niraya,නිරය,Dan Brown,ඩෑන් බ්‍රවුන්,Kumara Siriwardana,කුමාර සිරිවර්ධන,Sinhala,English Translation Novel,
67,Da Vinchi Kethaya,ඩා වින්චි කේතය,Dan Brown,ඩෑන් බ්‍රවුන්,Kumara Siriwardana,කුමාර සිරිවර්ධන,Sinhala,English Translation Novel,
68,Sengawunu Sankethaya,සැඟවුණු සංකේතය,Dan Brown,ඩෑන් බ්‍රවුන්,Kumara Siriwardana,කුමාර සිරිවර්ධන,Sinhala,English Translation Novel,
69,Sambhawaya,සම්භවය,Dan Brown,ඩෑන් බ්‍රවුන්,Kumara Siriwardana,කුමාර සිරිවර්ධන,Sinhala,English Translation Novel,
70,Harima Pudumai,හරිම පුදුමයි,Roald Dahl,රෝල්ඞ් ඩාල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
71,Kokila Medura,කෝකිල මැදුර,,,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
72,Thrasthawadihu,ත්‍රස්තවාදීහු,,,Jinadasa Lelwala,ජිනදාස ලෙල්වල,Sinhala,English Translation Novel,
73,Welikatharaka Atharamanwa,වැලි කතරක අතරමංව,,,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
74,Udyana Sambashanaya,උද්‍යාන සම්භාෂණය,,,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
75,Mayakari,මායකාරී,,,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
76,Bothale Bhoothaya,බෝතලේ භූතයා,,,H Jayarathne,එච්. ජයරත්න,Sinhala,English Translation Novel,
77,Momo,මොමෝ,Mikhail Endey,මයිකල් එන්ඩේ,Karunawansa Somapala,කරුණාවංශ සෝමපාල,Sinhala,English Translation Novel,
78,Sinhalaya Sahodarayo,Sinhalaya Sahodarayo,Astrid Lindgren,ඇස්ට්‍රිඩ් ලින්ඩ්ග්‍රන්,Vijitha Gunarathna,විජිත ගුණරත්න,Sinhala,English Translation Novel,Novel
79,Sundarawu Ma Wisu Mitiyawatha,සුන්දර වූ මා විසූ මිටියාවත,Richard Levlyn,රිචඩ් ලෙවලින්,Kulasiri Gunasekara,කුලසිරි ගුණසේකර,Sinhala,English Translation Novel,
80,Kongo,කොංගෝ,Michael Crichton,මයිකල් ක්‍රයිටන්,Gamini Kumara Vithana,ගාමිණී කුමාර විතාන,Sinhala,English Translation Novel,
81,Wismitha Wanantharaya,විස්මිත වනාන්තරය,Trevor La Brooy,ට්‍රැවර් ලා බෲයි,Duglas B. Ranasinghe,ඩග්ලස් බී. රණසිංහ,Sinhala,English Translation Novel,
82,Wismitha Wanadahana,විස්මිත වනදහන,David Grann,ඩේවිඩ් ග්‍රෑන්,G.A.Nalani,ජී.ඒ. නාලනී,Sinhala,English Translation Novel,
83,Mlechchayan Athara Siwmasak,ම්ලේච්ඡයන් අතර සිව්මසක්,Herman Melville,හර්මන් මෙල්විල්,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,English Translation Novel,
84,Hudekala Minisa,හුදෙකලා මිනිසා,W.G.C.Norwood,ඩබ්ලිව්.ජී.සී. නොර්වුඩ්,Sujiwa Disanayaka,සුජීව දිසානායක,Sinhala,English Translation Novel,
85,Kalki,කල්කි,Gor Vidhal,ගෝර් විඩාල්,Gamini Viyangoda,ගාමිණී වියන්ගොඩ,Sinhala,English Translation Novel,
86,Jivathun Athara,ජීවතුන් අතර,Piers Paul Read,පියර්ස් පෝල් රීඩ්,Indrani Karunarathna,ඉන්ද්‍රාණි කරුණාරත්න,Sinhala,English Translation Novel,
87,Sudu Kalu,සුදු කලු,Harper Lee,හාපර් ලී,Chithra.I.Perera,චිත්‍රා අයි. පෙරේරා,Sinhala,English Translation Novel,
88,Beloved,බිලව්ඩ්,Toni Morrison,ටෝනි මොරිසන්,P.B.Jayasekara,පී.බී. ජයසේකර,Sinhala,English Translation Novel,
89,Handana Muhuda,හඬන මුහුද,Dalane Matthee,ඩලීන් මැතී,Anula de Silva,අනුලා ද සිල්වා,Sinhala,English Translation Novel,
90,Sorba Nam Greekaya,සොර්බා නම් ග්‍රීකයා,Nikos Kazantzakis,නිකොස් කසන්ත්සාකිස්,Saddatissa Wadigamangawa,සද්ධාතිස්ස වඩිගමංගාව,Sinhala,English Translation Novel,
91,Yakada Yugaya,යකඩ යුගය,J.M.Coetze,ජේ.එම්. කොට්සි,Gamini Viyangoda,ගාමිණී වියන්ගොඩ,Sinhala,English Translation Novel,
92,Spartcus,Spartcus,Howard Fast,හොවාර්ඩ් ෆාස්ට්,Sudath Bandara,සුදත් බණ්ඩාර,Sinhala,English Translation Novel,Novel
93,Buruwa Mahathage Charithapadanaya,බූරුවා මහතාගේ චරිතාපදානය,Krishan Chandar,ක්‍රිෂන් චන්දර්,Gunathilaka Metiyagane,ගුණතිලක මෙටියගනේ,Sinhala,English Translation Novel,
94,Sopeege Lokaya,සොපීගේ ලෝකය,Jostein Gaarder,ජොස්ටින් ගෝඩර්,Rani Senarathna Rajapaksha,රාණි සේනාරත්න රාජපක්ෂ,Sinhala,English Translation Novel,
95,Nattal Geethaya,නත්තල් ගීතය,Charles Dickens,චාල්ස් ඩිකන්ස්,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,English Translation Novel,
96,Robinson Kruso,රොබින්සන් කෲසෝ,Denial Defo,ඩැනියෙල් ඩෙෆෝ,Adwin Ranawaka,එඩ්වින් රණවක,Sinhala,English Translation Novel,
97,Kalu Heesaraya,කළු හීසරය,R.L. Stevenson,ආර්.එල්. ස්ටීවන්සන්,Suraweera Wickramasinghe,සුරවීර වික්‍රමසිංහ,Sinhala,English Translation Novel,
98,Ridi Asipatha,රිදී අසිපත,Ian Serraillier,ඉයන් සෙරේලියර්,Senarathna Weerasinghe,සේනාරත්න වීරසිංහ,Sinhala,English Translation Novel,
99,Muhudubath Wu Selaruwakuge Kathawa,මුහුදුබත් වූ නැවියෙකුගේ කතාව,Gabiriel Garcia Marquez,ගේබ්‍රියෙල් ගාර්ෂියා මාර්කේස්,Piyal Jayarathna,පියල් ජයරත්න,Sinhala,English Translation Novel,
100,Santhiyago nam Serisaranna,සන්තියාගෝ නම් සැරිසරන්නා,Paulo Coeiho,පාවුලෝ කොයියෝ,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,English Translation Novel,
101,Anduru Palingu Thala Medin,අඳුරු පළිඟු තැළ මැදින්,Jostein Gaarder,ජොස්ටින් ගෝඩර්,Rani Senarathna Rajapaksha,රාණි සේනාරත්න රාජපක්ෂ,Sinhala,English Translation Novel,
102,Mage Pawulai Anek Sattui,මගේ පවුලයි අනෙක් සත්තුයි,Gerald Durrell,ජෙරල්ඩ් ඩරල්,Rani Senarathna Rajapaksha,රාණි සේනාරත්න රාජපක්ෂ,Sinhala,English Translation Novel,
103,Mas Maduwa,මස් මඩුව,Kurt Vonnegut,කර්ට් වොන්නගුට්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,English Translation Novel,
104,Karumakkara Kathawak,කරුමක්කාර කතාවක්,Gabiriel Garcia Marquez,ගේබ්‍රියෙල් ගාර්ෂියා මාර්කේස්,Gamini Viyangoda,ගාමිණී වියන්ගොඩ,Sinhala,English Translation Novel,
105,Siyak Wasaka Hudakalawa,සියක් වසක හුදකලාව,Gabiriel Garcia Marquez,ගේබ්‍රියෙල් ගාර්ෂියා මාර්කේස්,Abe Dissanayaka,අබේ දිසානායක,Sinhala,English Translation Novel,
106,Govipola Andaraya,ගොවිපොළ අන්දරය,George Orwell,ජෝර්ජ් ඕවල්,Sumithra Rahubadda,සුමිත්‍රා රාහුබද්ධ,Sinhala,English Translation Novel,
107,Origon Weera Charikawa,ඔරිගන් වීර චාරිකාව,Rutgers Van Der Loeff,රට්ගර්ස් වැන් ඩර් ලෝෆ්,Rani Senarathna Rajapaksha,රාණි සේනාරත්න රාජපක්ෂ,Sinhala,English Translation Novel,
108,Jane Eyre,ජේන් අයර්,Chrlotte Bronte,ෂාලට් බ්‍රොන්ටේ,D.M.Karunarathna,ඩී.එම්. කරුණාරත්න,Sinhala,English Translation Novel,
109,Jane Eyre,ජේන් අයර්,Charlot Bronte,ෂාලට් බ්‍රොන්ටේ,R.N.H.Perera,ආර්.එන්.එච්. පෙරේරා,Sinhala,English Translation Novel,
110,Gini Hal Gini Keli,ගිනි හල් ගිනි කෙළි,Willard Price,විලාඩ් ප්‍රයිස්,Wijayarathna Dolawatta,විජයරත්න දොලවත්ත,Sinhala,English Translation Novel,
111,Kalayata Amathakawu Deshaya,කාලයට අමතක වූ දේශය,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,
112,Amathakawu Desayaka Atharamanwa,අමතක වූ දේශයක අතරමංව,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,
113,Lenwalasage Gothraya  1,ලේන්වළසාගේ ගෝත්‍රය 1,Jean M. Auel,ජීන් එම්. ඕවෙල්,Abaya Hewawasam,අභය හේවාවසම්,Sinhala,English Translation Novel,
114,Lenwalasage Gothraya  2,ලේන්වළසාගේ ගෝත්‍රය 2,Jean M. Auel,ජීන් එම්. ඕවෙල්,Abaya Hewawasam,අභය හේවාවසම්,Sinhala,English Translation Novel,
115,Robin Hood,රොබින් හුඩ්,,,David Karunarathna,ඩේවිඩ් කරුණාරත්න,Sinhala,English Translation Novel,
116,Allan Kwartermange Weera Charikawa,ඇලන් ක්වාටර්මේන්ගේ වීර චාරිකාව,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
117,Vijayagrahi konan,විජයග්‍රාහී කොනන්,Robert E Howaed,රොබට් ඊ. හොවාර්ඩ්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
118,Vijayagrahi Konan / Makarage Horawa,විජයග්‍රාහී කොනන් / මකරාගේ හෝරාව,Robert E Howaed,රොබට් ඊ. හොවාර්ඩ්,Domonoc Mendis,ඩොමිනික් මෙන්ඩිස්,Sinhala,English Translation Novel,
119,Sendawe Sirakaruwa,සෙන්ඩාවේ සිරකරුවා,Anthony Hope Hawkins,ඇන්තනි හෝප්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,English Translation Novel,
120,Hentsowe Roopat,හෙන්ට්සෝවේ රූපට්,Anthony Hope Hawkins,ඇන්තනි හෝප්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,English Translation Novel,
121,Masterman Redy,මාස්ටර්මන් රෙඩි,Fredrick Meriat,ෆෙඩ්රික් මැරියට්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
122,Karnal saha Erendira,කර්නල් සහ එරෙන්දිරා,Gabiriel Garcia Marquez,ගේබ්‍රියෙල් ගාර්ෂියා මාර්කේස්,Janaka Inimankada,ජනක ඉනිමන්කඩ,Sinhala,English Translation Novel,
123,Piyapathak wan Jivithayak,පියාපතක් වන් ජීවිතයක්,Milan Kundera,මිලාන් කුන්දේරා,Gamini Wijethunga,ගාමිණී විජේතුංග,Sinhala,English Translation Novel,
124,Eva Luna,එවා ලූනා,Isabel Iyande,ඉසබෙල් අයියන්දේ,Gamini Viyangoda,ගාමිණී වියන්ගොඩ,Sinhala,English Translation Novel,
125,Gringo Mahalla,ග්‍රින්ගෝ මහල්ලා,Carloa Fuentes,කාර්ලෝස් ෆුවෙන්ටේස්,Pasan Kodikara,පසන් කොඩිකාර,Sinhala,English Translation Novel,
126,Seeya saha Munubura,සීයා සහ මුනුබුරා,Maxim Gorki,මැක්සිම් ගෝර්කි,Bandusena Gunasekara,බන්දුසේන ගුණසේකර,Sinhala,English Translation Novel,
127,Sangu Andaheraya,සංගු අඬහැරය,Marie Majerowa,මාරි මජරෝවා,K.B.Sugathadasa,කේ.බී. සුගතදාස,Sinhala,English Translation Novel,
128,Lokaye Asawa,ලෝකයේ ආසාව,H.Rider Haggard,එච්. රයිඩර් හැගාඩ්,S.chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,English Translation Novel,
129,Kung fu,කුංග් ෆූ,Arthur weilly,ආතර් වේලි,Senarathna Weerasinghe,සේනාරත්න වීරසිංහ,Sinhala,English Translation Novel,
130,Buruma Samaya,බුරුම සමය,George orwell,ජෝර්ජ් ඕවල්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,
131,Wanawasanaya,වනවාසනය,James Vance Marshall,ජේම්ස් වොන්ස් මාර්ෂල්,Upali kannangara,උපාලි කන්නන්ගර,Sinhala,English Translation Novel,
132,Anthima Mohoikan Gothrikaya,අන්තිම මොහිකාන් ගෝත්‍රිකයා,James Penimor Cooper,ජේම්ස් ෆෙනිමෝර් කූපර්,Gunathilaka Nissanka,ගුණතිලක නිශ්ශංක,Sinhala,English Translation Novel,
133,Samudda Yathikawa,සමුද්‍ර යාතිකයෝ,Khaled Hosseini,කාලිඩ් හොසෙයිනි,Ganga Niroshini Suduwelikanda,ගංගා නිරෝෂිණී සුදුවැලිිකන්ද,Sinhala,English Translation Novel,
134,Re bowu Ikbithi,රෑ බෝවූ ඉක්බිති,K.A. Abbas,කේ.ඒ. අබ්බාස්,Sugathapala de Silva,සුගතපාල ද සිල්වා,Sinhala,English Translation Novel,
135,Dampata Kathawa,දම්පාට කතාව,Alice Walker,ඇලිස් වෝකර්,Amali Boralugoda,අමලි බොරළුගොඩ,Sinhala,English Translation Novel,
136,1984,1984,George orwel,ජෝර්ජ් ඕවල්,Ariyawansa Ranweera,අරියවංශ රණවීර,Sinhala,English Translation Novel,
